               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  94,            0.062926,            0.097485,                   0,             0.59188,             0.52063,             0.56059,             0.17654,            0.066564,             0.14337,                   0,           0.0081586,           0.0081586,           0.0081586
                  95,            0.061094,            0.098866,                   0,             0.67618,             0.63638,             0.66614,             0.19369,            0.069174,             0.13693,                   0,           0.0081388,           0.0081388,           0.0081388
                  96,            0.056537,            0.084314,                   0,             0.67618,             0.63638,             0.66614,             0.19369,            0.069174,             0.13693,                   0,            0.008119,            0.008119,            0.008119
                  97,            0.057236,            0.082254,                   0,             0.61656,             0.64319,             0.60704,             0.23039,            0.065093,             0.14074,                   0,           0.0080992,           0.0080992,           0.0080992
                  98,            0.059534,            0.090853,                   0,             0.61656,             0.64319,             0.60704,             0.23039,            0.065093,             0.14074,                   0,           0.0080794,           0.0080794,           0.0080794
                  99,            0.059775,             0.10324,                   0,             0.72176,             0.67528,             0.74682,             0.26588,            0.059475,             0.14018,                   0,           0.0080596,           0.0080596,           0.0080596
                 100,            0.051051,            0.092376,                   0,             0.72176,             0.67528,             0.74682,             0.26588,            0.059475,             0.14018,                   0,           0.0080398,           0.0080398,           0.0080398
                 101,            0.050103,            0.079199,                   0,             0.57581,                 0.6,             0.62868,             0.20014,            0.063484,             0.13812,                   0,             0.00802,             0.00802,             0.00802
                 102,            0.057298,             0.09886,                   0,             0.57581,                 0.6,             0.62868,             0.20014,            0.063484,             0.13812,                   0,           0.0080002,           0.0080002,           0.0080002
                 103,            0.058072,             0.09091,                   0,             0.73216,             0.82442,             0.83116,             0.29637,            0.064987,             0.13539,                   0,           0.0079804,           0.0079804,           0.0079804
                 104,            0.054631,            0.085851,                   0,             0.73216,             0.82442,             0.83116,             0.29637,            0.064987,             0.13539,                   0,           0.0079606,           0.0079606,           0.0079606
                 105,            0.051563,            0.089526,                   0,             0.62874,             0.69891,             0.73186,             0.29841,            0.058213,              0.1417,                   0,           0.0079408,           0.0079408,           0.0079408
                 106,             0.05415,            0.093495,                   0,             0.62874,             0.69891,             0.73186,             0.29841,            0.058213,              0.1417,                   0,            0.007921,            0.007921,            0.007921
                 107,            0.054792,            0.097015,                   0,             0.59905,             0.66667,             0.71113,             0.25698,            0.064966,             0.13847,                   0,           0.0079012,           0.0079012,           0.0079012
                 108,            0.052665,            0.082168,                   0,             0.59905,             0.66667,             0.71113,             0.25698,            0.064966,             0.13847,                   0,           0.0078814,           0.0078814,           0.0078814
                 109,            0.056454,             0.10042,                   0,             0.45766,             0.74286,             0.51508,             0.17697,            0.055289,             0.14884,                   0,           0.0078616,           0.0078616,           0.0078616
                 110,            0.049459,            0.095257,                   0,             0.45766,             0.74286,             0.51508,             0.17697,            0.055289,             0.14884,                   0,           0.0078418,           0.0078418,           0.0078418
