               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  75,            0.030053,             0.05392,                   0,             0.86433,             0.93416,             0.89754,             0.49181,            0.039989,            0.051689,                   0,            0.002674,            0.002674,            0.002674
                  76,            0.029388,            0.053093,                   0,             0.86187,             0.93416,             0.89142,             0.49323,            0.040862,             0.05175,                   0,            0.002575,            0.002575,            0.002575
                  77,            0.029102,            0.064238,                   0,             0.87644,             0.93409,             0.90174,             0.50948,            0.038121,            0.051501,                   0,            0.002476,            0.002476,            0.002476
                  78,            0.030341,            0.060797,                   0,              0.8757,             0.92774,             0.89421,             0.49735,            0.039528,            0.051822,                   0,            0.002377,            0.002377,            0.002377
                  79,            0.029791,            0.057299,                   0,              0.8754,             0.92518,             0.89111,             0.49867,            0.039205,            0.052025,                   0,            0.002278,            0.002278,            0.002278
                  80,            0.030203,             0.05778,                   0,             0.87884,             0.92537,             0.89115,             0.50769,             0.03881,            0.051633,                   0,            0.002179,            0.002179,            0.002179
                  81,            0.031872,            0.062234,                   0,             0.88127,             0.92181,             0.89097,             0.49824,            0.039169,            0.051143,                   0,             0.00208,             0.00208,             0.00208
                  82,            0.030113,            0.070183,                   0,             0.87878,             0.92481,             0.89161,             0.46591,            0.039817,            0.053202,                   0,            0.001981,            0.001981,            0.001981
                  83,            0.028823,            0.053282,                   0,              0.8883,             0.91638,             0.89193,             0.49834,            0.039061,            0.052233,                   0,            0.001882,            0.001882,            0.001882
                  84,            0.028903,            0.059035,                   0,              0.8812,             0.91575,             0.89296,             0.48532,            0.039318,            0.052951,                   0,            0.001783,            0.001783,            0.001783
                  85,            0.029658,            0.061133,                   0,             0.88175,             0.92057,             0.89193,             0.50194,            0.038407,            0.052469,                   0,            0.001684,            0.001684,            0.001684
                  86,            0.030571,            0.063882,                   0,             0.88103,             0.91358,              0.8906,             0.49879,            0.038979,            0.051377,                   0,            0.001585,            0.001585,            0.001585
                  87,            0.029345,            0.058127,                   0,             0.87862,             0.92343,             0.88622,             0.50152,            0.039631,            0.051555,                   0,            0.001486,            0.001486,            0.001486
                  88,            0.029301,            0.063228,                   0,             0.88195,             0.92239,             0.88459,             0.50089,            0.038921,            0.051997,                   0,            0.001387,            0.001387,            0.001387
                  89,            0.031027,            0.061732,                   0,              0.8854,             0.92206,             0.88821,             0.50185,            0.038728,            0.051913,                   0,            0.001288,            0.001288,            0.001288
                  90,            0.028074,            0.055502,                   0,             0.88084,             0.91263,              0.8853,             0.50386,            0.038505,            0.052111,                   0,            0.001189,            0.001189,            0.001189
                  91,            0.030027,            0.057106,                   0,             0.88479,             0.91358,             0.88938,             0.49545,             0.03879,            0.052319,                   0,             0.00109,             0.00109,             0.00109
                  92,            0.028336,            0.055984,                   0,             0.88462,             0.91501,             0.88833,             0.48962,            0.038694,            0.052753,                   0,            0.000991,            0.000991,            0.000991
                  93,            0.028546,            0.056205,                   0,             0.87959,             0.92181,             0.88747,             0.49422,            0.038425,            0.053193,                   0,            0.000892,            0.000892,            0.000892
                  94,            0.028182,            0.054226,                   0,             0.88085,             0.92181,             0.88415,             0.50261,            0.038101,            0.053527,                   0,            0.000793,            0.000793,            0.000793
                  95,            0.026974,            0.051626,                   0,             0.88101,             0.92181,             0.88034,              0.4931,            0.038326,            0.053757,                   0,            0.000694,            0.000694,            0.000694
                  96,            0.026938,            0.051532,                   0,             0.87818,             0.92181,             0.88113,             0.49653,            0.038196,            0.053416,                   0,            0.000595,            0.000595,            0.000595
                  97,            0.028699,            0.061737,                   0,             0.88132,             0.91683,             0.88337,             0.50081,            0.038096,            0.053041,                   0,            0.000496,            0.000496,            0.000496
                  98,            0.030417,            0.065225,                   0,             0.88119,             0.91563,             0.88603,              0.5056,            0.037844,             0.05256,                   0,            0.000397,            0.000397,            0.000397
                  99,            0.026887,            0.053451,                   0,             0.88551,             0.92593,              0.8858,             0.50503,            0.037926,            0.052332,                   0,            0.000298,            0.000298,            0.000298
